name,source,gender,wikidata,type
Amstelstraat,,,,way
"Amsterdamse Jofferspad",,,,way
Ananasweg,,,,way
"Andrej Sacharovstraat",,,,way
"Andries Schotkade",,,,way
Anemoonpad,,,,way
Anjelierstraat,,,,way
"Ank van der Moerstraat",,,,way
"Anke Servaespad",,,,way
Ankerpark,,,,way
"Ann Burtonstraat",,,,way
"Anna Blamanpad",,,,way
"Anna Grollstraat",,,,way
"Anna Swellengrebelpad",,,,way
"Anna Teding van Berkhoutstraat",,,,way
"Anna van Bossepad",,,,way
"Anna van Goghstraat",,,,way
"Annie Coertstraat",,,,way
"Annie M.G. Schmidthof",,,,way
"Annie van Eesstraat",,,,way
"Annie van Hattemstraat",,,,way
"Anthony Fokkerweg",,,,way
Antillenstraat,,,,way
"Antonia Korvezeepad",,,,way
"Antonie Duycklaan",,,,way
"Antoon Coolenkade",,,,way
Apollolaan,,,,way
Apollotoren,,,,way
Apothekersdijk,,,,way
Appelbes,,,,way
Appelstraat,,,,way
Aquamarijnstraat,,,,way
Archimedesweg,,,,way
"Arend Roelandsteeg",,,,way
Arendshorst,,,,way
Argusvlinder,,,,way
Arsenaalplein,,,,way
Arsenaalstraat,,,,way
"Arthur van Schendelbrug",,,,way
"Arthur van Schendelstraat",,,,way
Arubapad,,,,way
Asserstraat,,,,way
Asterpad,,,,way
Atjehstraat,,,,way
Atlasvlinder,,,,way
Augustuspad,,,,way
Avicennapad,,,,way
Azaleaduin,,,,way
Azurietkade,,,,way
Baatstraat,,,,way
Bachstraat,,,,way
Bakemapad,,,,way
"Bakhuis Roozenboomstraat",,,,way
"Bakker Korffstraat",,,,way
Bakkersteeg,,,,way
Balgerijplaats,,,,way
Balistraat,,,,way
Ballonpad,,,,way
Ballonstraat,,,,way
"Barbara van Meertenstraat",,,,way
Barbarasteeg,,,,way
Bargelaan,,,,way
Barkenwal,,,,way
Barnsteenpad,,,,way
Barnsteenstraat,,,,way
Bartókstraat,,,,way
"Baruch Spinozapad",,,,way
Bassonstraat,,,,way
Beekforel,,,,way
Beelpad,,,,way
Beestenmarkt,,,,relation
Beethovenlaan,,,,way
Begijnhof,,,,way
Begoniadal,,,,way
Begoniapad,,,,way
Beijerincklaan,,,,way
"Belle van Zuylenstraat",,,,way
"Benny Goodmanstraat",,,,way
"Beppy Nooijstraat",,,,way
Bergmolen,,,,way
Berkendaalstraatje,,,,way
Berlagestraat,,,,way
Berliozpad,,,,way
"Bernard Zweersstraat",,,,way
Bernhardkade,,,,way
Berylstraat,,,,way
Beschuitsteeg,,,,way
Besjeslaan,,,,way
Bessenpad,,,,way
Bessenwier,,,,way
Bètaplein,,,,way
Bethaniehof,,,,way
Bethlehemshof,,,,way
"Betje Wolffstraat",,,,way
"Betty van Niftrikweg",,,,way
Beukenrode,,,,way
Bevrijdingsplein,,,,way
Bezembinderstraat,,,,way
Bielsenstraat,,,,way
Bijenveld,,,,way
Bilderdijkstraat,,,,way
"Billie Holidaystraat",,,,way
Billitonstraat,,,,way
Binnenoostsingel,,,,way
Bizetpad,,,,way
"Blauwe Tramstraat",,,,way
"Blauwe Vogelweg",,,,way
Blauwkarper,,,,way
Blauwpoortsbrug,,,,way
Blauwpoortshaven,,,,way
Blekerskade,,,,way
Blekerspark,,,,way
Bloemenpad,,,,way
Bloemfonteinstraat,,,,way
Bloemistenlaan,,,,way
Bloemlustplein,,,,way
Bloemstraat,,,,way
Blommendaalspoort,,,,way
Boedapesterhof,,,,way
Boeierwerf,,,,way
"Boerenlandpad Vogelhoff",,,,way
Boerenpad,,,,way
Boerhaavelaan,,,,way
Boisotkade,,,,way
Bolpraamwerf,,,,way
Bolwerkstraat,,,,way
Bonairepad,,,,way
Bonaireplein,,,,way
Bonairestraat,,,,way
Bontekoestraat,,,,way
Bontiuspad,,,,way
Boomgaardsteeg,,,,way
Boommarkt,,,,way
Bootstraat,,,,way
Borgerstraat,,,,way
Borneostraat,,,,way
Boshof,,,,way
Boshuizerkade,,,,way
Boshuizerlaan,,,,way
Boshuizerpad,,,,way
Bosmanpad,,,,way
Bospad,,,,way
Bosrode,,,,way
Bosuilstraat,,,,way
Botermarkt,,,,way
Bothastraat,,,,way
Bottelroos,,,,way
Botterwerf,,,,way
"Boudewijn Büchpad",,,,way
Bouwelouwensteeg,,,,way
Braambes,,,,way
Braassemerstraat,,,,way
"Braggaar-de Doesplein",,,,way
Brahmslaan,,,,way
Brandewijnsgracht,,,,way
"Brandts Buyskade",,,,way
Brederostraat,,,,way
Breestraat,,,,way
Brigantijnwal,,,,way
Brikkenwal,,,,way
Briljantstraat,,,,way
Brillstraat,,,,way
Briniostraat,,,,way
Broekplein,,,,way
Broekweg,,,,way
BroekwegBroekwegviaduct,,,,way
Broekwegviaduct,,,,way
Bronforel,,,,way
Bronkhorststraat,,,,way
Brouckhovenshof,,,,way
Brucknerstraat,,,,way
Bruggestraat,,,,way
Brugmansplein,,,,way
Bufferkade,,,,way
Buitenruststraat,,,,way
Buizerdhorst,,,,way
Buntgras,,,,way
Burggravenlaan,,,,way
Burgsteeg,,,,way
"Busken Huetplein",,,,way
"Buys Ballotstraat",,,,way
"C. Arentsstraat",,,,way
Cabralstraat,,,,way
Caeciliastraat,,,,way
Calandstraat,,,,way
Calslaan,,,,way
Cameliadal,,,,way
"Camilo Torresplein",,,,way
Cananefatenpoort,,,,way
Carneoolstraat,,,,way
"Caro van Eyckstraat",,,,way
"Carry van Bruggenpad",,,,way
Castellumweg,,,,way
"Catharina Maartendochtershof",,,,way
"Catharina Schraderpad",,,,way
Catharinasteeg,,,,way
Catharinastraat,,,,way
Catherinabrug,,,,way
Cathrijnestraat,,,,way
"Cato van der Pijlpad",,,,way
Celebesstraat,,,,way
Ceramstraat,,,,way
"César Franckstraat",,,,way
"Charlotte Köhlerpad",,,,way
Choorlammersteeg,,,,way
Chopinstraat,,,,way
"Chris de Jongstraat",,,,way
"Chris van Abkoudestraat",,,,way
"Christina Arentsstraat",,,,way
Churchillbrug,,,,way
Churchilllaan,,,,way
"Cissy van Marxveldtstraat",,,,way
Citosahof,,,,way
Citrusweg,,,,way
"Clara Wieckpad",,,,way
Clarensteeg,,,,way
"Clariet Kok-van Alphenstraat",,,,way
Claudiusbrug,,,,way
Claudiuspad,,,,way
Cleveringaplaats,,,,way
Cliviadal,,,,way
"Clos en Leembruggenweg",,,,way
Clusiusplaats,,,,way
Cobetstraat,,,,way
Coebelweg,,,,way
"Coert de Jongstraat",,,,way
Colenbranderstraat,,,,way
Commanderijpoort,,,,way
Concordiabrug,,,,way
Concordiapad,,,,way
Concordiastraat,,,,way
Condorhorst,,,,way
Condorpad,,,,way
Coninckshof,,,,way
Conradstraat,,,,way
Consciëntieplein,,,,way
"Constantijn Huygenslaan",,,,way
Consulstraat,,,,way
Coornhertstraat,,,,way
Corbulotunnel,,,,way
Corbuloweg,,,,way
Corellistraat,,,,way
Cormorantwerf,,,,way
"Cornelia van Arkelstraat",,,,way
"Cornelie van Zantenstraat",,,,way
"Cornelis Schuytlaan",,,,way
Cornetkade,,,,way
Cosijnstraat,,,,way
Cosmeaduin,,,,way
"Count Basiekade",,,,way
Crocuspad,,,,way
Cronesteinkade,,,,way
Cronesteinpad,,,,way
Cronesteyn,,,,way
Cronjéstraat,,,,way
Cruquiuslaan,,,,way
Cyperzegge,,,,way
"Da Costastraat",,,,way
Daendelspad,,,,way
Daendelsstraat,,,,way
Dagvlinder,,,,way
Dahliapad,,,,way
Dahliastraat,,,,way
Damastroos,,,,way
Damlaan,,,,way
Damloperwerf,,,,way
Damtunnel,,,,way
Dankmeijerpad,,,,way
"Darius Milhaudstraat",,,,way
Darwinweg,,,,way
"De Bazelstraat",,,,way
"De Bleek",,,,way
"De Genestetstraat",,,,way
"De Gijselaarstraat",,,,way
"De Goejestraat",,,,way
"De Heyderweg",,,,way
"De Hoek",,,,way
"De Kempenaerstraat",,,,way
"De Laat de Kanterstraat",,,,way
"De Meij van Streefkerkstraat",,,,way
"De Ridderstraat",,,,way
"De Rode",,,,way
"De Ruijterstraat",,,,way
"De Savornin Lohmanplein",,,,way
"De Sitterlaan",,,,way
"De Wetstraat",,,,way
"De la Reystraat",,,,way
Debussystraat,,,,way
Decimastraat,,,,way
"Delftse Jaagpad",,,,way
Dellaertweg,,,,way
Deltaweg,,,,way
Dennenrode,,,,way
Diaconessenstraat,,,,way
Diamantlaan,,,,way
Diamantplein,,,,way
Dianastraat,,,,way
Diefsteeg,,,,way
Diemelstraat,,,,way
Diepenbrocklaan,,,,way
Dieperpoellaan,,,,way
Dierenweide,,,,way
Dijkhoflaan,,,,way
Dijkstraat,,,,way
Dillenburgerstraat,,,,way
Dinkelstraat,,,,way
Distelvlinder,,,,way
Dobbedreef,,,,way
"Doctor Lelylaan",,,,way
Doelenbrug,,,,way
Doelengracht,,,,way
Doelensteeg,,,,way
Doezastraat,,,,way
Dolhuissteeg,,,,way
"Domela Nieuwenhuislaan",,,,way
Donizettilaan,,,,way
Donkersteeg,,,,way
Donsvlinder,,,,way
Dopheide,,,,way
"Dorus Rijkerskade",,,,way
"Dorus Rijkersweg",,,,way
Dotterbloem,,,,way
Dozystraat,,,,way
Draadzegge,,,,way
Drakensteynplaats,,,,way
Drechtstraat,,,,way
"Drie Octoberstraat",,,,way
Driemanschapskade,,,,way
Driemasterwal,,,,way
Driftstraat,,,,way
Drionhof,,,,way
Drontermeerlaan,,,,way
Druckerstraat,,,,way
Druivenstraat,,,,way
Drususlaan,,,,way
"Du Puiplein",,,,way
"Du Rieustraat",,,,way
Dudokpad,,,,way
Duikerstraat,,,,way
Duinhof,,,,way
Duivelshoornpoort,,,,way
Duivenbodestraat,,,,way
Duizenddraadsteeg,,,,way
"Duke Ellingtonstraat",,,,way
Dullebakkersteeg,,,,way
Duyvendakstraat,,,,way
"Dwars Bolwerkstraat",,,,way
"Dwars Havenstraat",,,,way
"Dwars Koornbrugsteeg",,,,way
Dwarsboomgaardsteeg,,,,way
Dwergwier,,,,way
"Ebel Magninpad",,,,way
"Eddy du Perronplaats",,,,way
Edelkarper,,,,way
Edelweisspad,,,,way
Edisonpad,,,,way
Edisonstraat,,,,way
"Eduard van Beinumstraat",,,,way
Eendenkooibrug,,,,way
Eendenzijde,,,,way
Egelantiertuin,,,,way
Ehrenfestweg,,,,way
Eiberoord,,,,way
Eijmerspoelstraat,,,,way
Eikenlaantje,,,,way
Eikenrode,,,,way
Einsteinweg,,,,way
Einthovenweg,,,,way
Eksterpad,,,,way
"Elisabeth Baeldestraat",,,,way
"Elisabeth Gasthuishof",,,,way
"Elise van Calcarstraat",,,,way
"Elly Kerckhoffskade",,,,way
"Else Mauhsstraat",,,,way
"Else van der Banstraat",,,,way
Eltaxhof,,,,way
"Emerentia Banningstraat",,,,way
"Emilie Knapperthof",,,,way
Emmastraat,,,,way
"Emmy Noetherweg",,,,way
Endegeesterwatering,,,,way
Epsilonplantsoen,,,,way
Ericaduin,,,,way
Eschertoren,,,,way
Essenlaantje,,,,way
Essenrode,,,,way
"Esther de Boer-van Rijkstraat",,,,way
Europaweg,,,,way
"Eva van Hoogeveenshof",,,,way
Evenementenlaan,,,,way
Evertsenpad,,,,way
Evertsenstraat,,,,way
"F. Bordewijkpad",,,,way
Fabianspoort,,,,way
Fagelstraat,,,,way
Fakkelgras,,,,way
Falckstraat,,,,way
Faljerilstraat,,,,way
Faradaypad,,,,way
Fazantenhoek,,,,way
Fibulapad,,,,way
"Fie Carelsenstraat",,,,way
"Fien de la Marstraat",,,,way
Fitterstraat,,,,way
Flanorpad,,,,way
Flemingstraat,,,,way
Flevodwarsweg,,,,way
Flevoweg,,,,way
Floresstraat,,,,way
"Floris Versterlaan",,,,way
Fokkeplein,,,,way
Fokkestraat,,,,way
Forellenbrug,,,,way
Forellenpad,,,,way
Forestuspad,,,,way
Formosastraat,,,,way
Forsitiadal,,,,way
Forsitiapad,,,,way
Fortunabrug,,,,way
Fortunaweg,,,,way
Frambozenweg,,,,way
Franchimontlaan,,,,way
Franciscanenplaats,,,,way
Franciscanenstraat,,,,way
"François Houttijnshof",,,,way
"Frans van Mierisstraat",,,,way
"Frederik van Eedenlaan",,,,way
Freesiadal,,,,way
Fregatwal,,,,way
Fruinlaan,,,,way
Fruitweg,,,,way
Fuchsiadal,,,,way
Fuchsiapad,,,,way
Fugapad,,,,way
"Gabriël Metzustraat",,,,way
Galgewater,,,,way
Galileiweg,,,,way
Galjoenwal,,,,way
Gamandertuin,,,,way
Gandhistraat,,,,way
Gangetje,,,,way
Ganzenzijde,,,,way
Gardeniadal,,,,way
Garenmarkt,,,,way
Garenmarktplein,,,,way
Gashouderbrug,,,,way
"Gekroonde Haanpoort",,,,way
"Gekroonde LIefdepoort",,,,way
"Gerard Brandtstraat",,,,way
"Gerard Revehof",,,,way
Gerberaduin,,,,way
Gerberapad,,,,way
Gerbrandylaan,,,,way
Gerecht,,,,way
Geregracht,,,,way
Gerestraat,,,,way
"Gerrit Doustraat",,,,way
"Gerrit Kasteinstraat",,,,way
"Gerrit van der Laanstraat",,,,way
"Gerrit van der Veenstraat",,,,way
Gieterijstraat,,,,way
Giliadal,,,,way
Gitstraat,,,,way
"Glenn Millerstraat",,,,way
Gloxiniadal,,,,way
Goegerritsteeg,,,,way
Goliuspad,,,,way
Gooimeerlaan,,,,way
Gortestraat,,,,way
Goudkarper,,,,way
Goudsbloem,,,,way
Gounopad,,,,way
Gouwestraat,,,,way
Granaatplein,,,,way
Graskarper,,,,way
Grevenstraat,,,,way
Griegstraat,,,,way
"Groene Draeckpad",,,,way
"Groene Maredijk",,,,way
"Groene Spechthof",,,,way
Groenesteeg,,,,way
Groeneveldstichting,,,,way
Groenhazengracht,,,,way
Groenhovenstraat,,,,way
Groenoordsplein,,,,way
Groenoordstraat,,,,way
Groenrand,,,,way
Groenwier,,,,way
"Grote Polderpad",,,,way
Gruttohoek,,,,way
"Guido Gezellestraat",,,,way
"Guurtje Riemenshof",,,,way
Gymnasiumpad,,,,way
Haagplein,,,,way
"Haagse Schouwweg",,,,way
Haagweg,,,,way
Haarlemmerstraat,,,,way
Haarlemmerweg,,,,way
Hadewychlaan,,,,way
Hadrianusstraat,,,,way
Hallenweg,,,,way
Hambroeklaan,,,,way
Händelstraat,,,,way
Hanepoelpad,,,,way
"Hans Flustraat",,,,way
Hansenstraat,,,,way
"Harmen Doumastraat",,,,way
Hartesteeg,,,,way
Harteveltweg,,,,way
Hartmanstraat,,,,way
Hasebroekstraat,,,,way
Haven,,,,way
Havenkade,,,,way
Havenplein,,,,way
Haverstraat,,,,way
Haverzakgang,,,,way
Havikshorst,,,,way
Hazewindsteeg,,,,way
Hazewinkelstraat,,,,way
Hazezegge,,,,way
Heemskerkstraat,,,,way
Heidezegge,,,,way
Heinekenpad,,,,way
"Heintje Davidsweg",,,,way
Heivlinder,,,,way
Hekkensteeg,,,,way
"Helder Camarastraat",,,,way
"Helena Verburgstraat",,,,way
Helmbloem,,,,way
Hendrikstraat,,,,way
"Henri Dunantstraat",,,,way
"Henriëtte Bosmanspad",,,,way
"Henriëtte Roland Holststraat",,,,way
Herengracht,,,,way
Herenpoortsbrug,,,,way
Herensingel,,,,way
Herensteeg,,,,way
Herenstraat,,,,way
"Herman Gorterstraat",,,,way
"Herman Kleibrinkstraat",,,,way
Hermanstraat,,,,way
Hermelijnvlinder,,,,way
Hertzstraat,,,,way
Heurniusstraat,,,,way
Heuvelroos,,,,way
Hildebrandpad,,,,way
Hippocratespad,,,,way
Hoefbladtuin,,,,way
Hoefstraat,,,,way
"Hof van Roomburgh",,,,way
"Hof van Venetië",,,,way
Hoflaan,,,,way
Hofpolderpad,,,,way
Hofvlietweg,,,,way
Hofweg,,,,way
"Hoge Morsweg",,,,way
"Hoge Rijndijk",,,,way
Hogendijkstraat,,,,way
Hogerbeetsstraat,,,,way
Hogewoerd,,,,way
Hommelveld,,,,way
"Hooglandse Kerkgracht",,,,way
"Hooglandse Kerksteeg",,,,way
"Hooglandse kerkplein",,,,way
Hooglandsekerk-Choorsteeg,,,,way
Hoogstraat,,,,way
Hooigracht,,,,way
Hopvlinder,,,,way
Horstenrode,,,,way
Hortensiadal,,,,way
Hortensiapad,,,,way
"Hortus botanicus",,,,way
Houtlaan,,,,way
Houtmarkt,,,,way
Houtstraat,,,,way
Houtzaagmolen,,,,way
"Hovens Gréveplein",,,,way
"Hugo Claushof",,,,way
"Hugo de Grootstraat",,,,way
"Hugo de Vriesstraat",,,,way
"Hugo van Woerdenplein",,,,way
"Hugo van Woerdenstraat",,,,way
Huigpark,,,,way
Huigstraat,,,,way
Huizingastraat,,,,way
Hulstbes,,,,way
Hyacinthenstraat,,,,way
IJsbaan,,,,way
IJsselkade,,,,way
IJsselmeerlaan,,,,way
IJsvogelhof,,,,way
"Ida Heijermanspad",,,,way
"Ida de Leeuwstraat",,,,way
Iepenlaantje,,,,way
Iepenrode,,,,way
Iepentakvlinder,,,,way
"Ietje Kooistrapad",,,,way
"Ingenieur Driessenstraat",,,,way
"Ingenieur G. Tjalmaweg",,,,way
Irispad,,,,way
Isoldehof,,,,way
Ixiadal,,,,way
"J. Pellenbargweg",,,,way
"J.C. de Rijpstraat",,,,way
"J.H. Oortweg",,,,way
"Jacob Catslaan",,,,way
"Jacob Geelstraatje",,,,way
"Jacob Romansstraat",,,,way
"Jacob van Campenlaan",,,,way
"Jacob van Rijndorpplaats",,,,way
Jacobsdochtershof,,,,way
"Jacques Perkstraat",,,,way
"Jacques Urlusplantsoen",,,,way
Jadestraat,,,,way
"Jan C. Smutsstraat",,,,way
"Jan Keldermansstraat",,,,way
"Jan Lievensstraat",,,,way
"Jan Luykenlaan",,,,way
"Jan Michielshof",,,,way
"Jan Paetsplein",,,,way
"Jan Palachstraat",,,,way
"Jan Paulushof",,,,way
"Jan Pesijnshof",,,,way
"Jan Vossenbrug",,,,way
"Jan Wolkersstraat",,,,way
"Jan van Goyenkade",,,,way
"Jan van Houtbrug",,,,way
"Jan van Houtkade",,,,way
"Jantina van Hoornkade",,,,way
Janvossensteeg,,,,way
Javastraat,,,,way
Jennerstraat,,,,way
Jeruzalemshof,,,,way
"Jo de Clerstraat",,,,way
"Johan Wagenaarlaan",,,,way
"Johan de Kosterweg",,,,way
"Johan de Wittstraat",,,,way
"Johanna Westerdijkstraat",,,,way
"Johannes Knuttelpad",,,,way
"Johannes Poststraat",,,,way
"Johannes Verhulststraat",,,,way
"Jonas Daniël Meijerstraat",,,,way
"Joop Vervoornpad",,,,way
"Joop den Uyllaan",,,,way
"Joost Frans van der Lindenpoort",,,,way
"Joseph Haydnlaan",,,,way
Jotapad,,,,way
Joubertstraat,,,,way
Joulestraat,,,,way
"Juffrouw Maashofje",,,,way
Julianastraat,,,,way
"Julius Caesarbrug",,,,way
"Julius Caesarlaan",,,,way
"Julius Caesarpad",,,,way
"Julius Röntgenstraat",,,,way
Junostraat,,,,way
Jupiterlaan,,,,way
"Justus Carelhuis",,,,way
Kaardesteeg,,,,way
Kaarsenmakersplein,,,,way
Kaarsenmakersstraat,,,,way
Kaasmarkt,,,,way
Kabeljauwsteeg,,,,way
Kagerstraat,,,,way
Kaiserstraat,,,,way
Kakelaarsteeg,,,,way
Kalvermarkt,,,,way
"Kamerlingh Onnesplein",,,,way
Kamilletuin,,,,way
Kampersteeg,,,,way
Kanaalpark,,,,way
Kanaalstraat,,,,way
Kanaalweg,,,,way
Kapellenpad,,,,way
Kapelstraat,,,,way
Kappakade,,,,way
Kapteynstraat,,,,way
"Karel Doormanweg",,,,way
Kastanjekade,,,,way
Kasteelhof,,,,way
Katoenpark,,,,way
Keerlus,,,,way
Kenauweg,,,,way
Kennedylaan,,,,way
Kennewegsteeg,,,,way
Kerkpleinbrug,,,,way
Kerksteeg,,,,way
Kernstraat,,,,way
Kersenstraat,,,,way
Kerstroos,,,,way
Ketelboetersteeg,,,,way
Ketelmeerlaan,,,,way
Kettingstraat,,,,way
Kiekendiefhorst,,,,way
Kiekpad,,,,way
Kievitshoek,,,,way
Kievitspad,,,,way
Kijfgracht,,,,way
Kiljanpad,,,,way
Kiwipad,,,,way
Klaproos,,,,way
Klaproospad,,,,way
Klavertuin,,,,way
"Kleine Paterbrug",,,,way
Kleipoelpad,,,,way
Klikspaanweg,,,,way
Klimroos,,,,way
Klipperwerf,,,,way
Klokpoort,,,,way
Kloksteeg,,,,way
Klooster,,,,way
Kloosterpoort,,,,way
Kneppelhoutstraat,,,,way
Knotterpad,,,,way
Koddesteeg,,,,way
Koekoeksplaats,,,,way
Koenesteeg,,,,way
Koepoortsbrug,,,,way
Koestraat,,,,way
Koggewal,,,,way
Kokkelbank,,,,way
Kolffpad,,,,way
Kolfmakersteeg,,,,way
Komkommerhof,,,,way
Koninginnelaan,,,,way
Koningstraat,,,,way
Kooihof,,,,way
Kooikerbrug,,,,way
Kooipark,,,,way
Kooiplein,,,,way
Kooizicht,,,,way
Koolgracht,,,,way
Koolstraat,,,,way
Koopmanstraat,,,,way
Koornbrugsteeg,,,,way
Kopermolen,,,,way
Kopervlinder,,,,way
Koppenhinksteeg,,,,way
Koppoelplaats,,,,way
Koraalstraat,,,,way
Korenbloem,,,,way
Korevaarstraat,,,,way
Kornalijnstraat,,,,way
"Kort Galgewater",,,,way
"Kort Rapenburg",,,,way
"Korte Hansenstraat",,,,way
"Korte Langestraat",,,,way
"Korte Mare",,,,way
"Korte Sint Agnietenstraat",,,,way
"Korte Vlietbrug",,,,way
"Korte Vlietpad",,,,way
Kortenaerstraat,,,,way
Kortevlietpad,,,,way
Korvetwal,,,,way
Kraaienhorst,,,,way
Kraaierstraat,,,,way
Kraaiheide,,,,way
Kraanbaan,,,,way
Kralendijkkade,,,,way
Krefeldlaan,,,,way
Krekelveld,,,,way
Kristalstraat,,,,way
Kroeskarper,,,,way
Kromstevenwerf,,,,way
Kruidenhof,,,,way
Kruisbes,,,,way
Kruisherenweg,,,,way
Kruisstraat,,,,way
Kruitschip,,,,way
Kuenenstraatje,,,,way
Kuipers-Rietbergstraat,,,,way
Kuipersgang,,,,way
Kuiperssteeg,,,,way
"Kurt Weillstraat",,,,way
Kwartelhoek,,,,way
Kwekerijplein,,,,way
Kwikstaarthoek,,,,way
"Laan der Verenigde Naties",,,,way
"Laan te Rhijnhof",,,,way
"Lage Morsweg",,,,way
"Lage Rijndijk",,,,way
Lakenplein,,,,way
Lambdakade,,,,way
Lambertushof,,,,way
Lammenschansplein,,,,way
Lammenschansweg,,,,way
Lammermarkt,,,,way
"Lange Lijsbethsteeg",,,,way
"Lange Mare",,,,way
"Lange Scheistraat",,,,way
"Lange Sint Agnietenstraat",,,,way
Langebrug,,,,way
Langegracht,,,,way
Langestraat,,,,way
"Langs de Korte Vliet",,,,way
Lasserstraat,,,,way
Lauwerbes,,,,way
Lavendeltuin,,,,way
"Le Pooleweg",,,,way
Lebeauhof,,,,way
Lederkarper,,,,way
Leededwarsstraat,,,,way
Leedepad,,,,way
Leedestraat,,,,way
Leeghwaterstraat,,,,way
Leemansstraat,,,,way
Leeuwenhoekstraat,,,,way
Leeuwerikstraat,,,,way
Leeuwkenstraat,,,,way
Legewerfsteeg,,,,way
Leidatoweg,,,,way
Leidsestraatweg,,,,way
Leidseweg,,,,way
Lekstraat,,,,way
Leliestraat,,,,way
Lemsteraakwerf,,,,way
Lepelaarsoord,,,,way
Levendaal,,,,way
Libellenveld,,,,way
"Lieven de Keijstraat",,,,way
Ligusterbes,,,,way
Lijsterbes,,,,way
Lijsterbeslaantje,,,,way
Lijsterstraat,,,,way
Limes,,,,way
Limesbrug,,,,way
Lindestraat,,,,way
Lingestraat,,,,way
Lintgras,,,,way
"Lise Meitnerpad",,,,way
"Lise Meitnerweg",,,,way
Lisztpad,,,,way
Liviuslaan,,,,way
Lobeliadal,,,,way
"Lodewijk Napoleonstraat",,,,way
"Lodewijk van Deijsselstraat",,,,way
Lokeendbrug,,,,way
Lokhorststraat,,,,way
Lombardpoort,,,,way
Lombardsteeg,,,,way
Looiersplein,,,,way
Looktuin,,,,way
Lopsenstraat,,,,way
Lorentzhof,,,,way
Lorentzkade,,,,way
Loridanshof,,,,way
Loskade,,,,way
"Lotte Beesestraat",,,,way
"Louis Armstronglaan",,,,way
"Louis Couperusstraat",,,,way
"Louis Elsevierstraat",,,,way
"Louis Elseviersviaduct",,,,way
"Louise Kerlingstraat",,,,way
"Louise Wentstraat",,,,way
"Lucas van Leijdenstraat",,,,way
Lucebertstraat,,,,way
Luchtmansplein,,,,way
"Lucretia van Merkenstraat",,,,way
Lupinepad,,,,way
Lupinetuin,,,,way
Lusthoflaan,,,,way
Lutulistraat,,,,way
Luzernevlinder,,,,way
"Maaike de Bruijnpad",,,,way
Maalderijstraat,,,,way
Maansteenpad,,,,way
Maanvlinder,,,,way
"Maarse en Kroonhof",,,,way
Maarsmansteeg,,,,way
Maasstraat,,,,way
Madoerastraat,,,,way
"Magda Janssenspad",,,,way
"Magda de Haasstraat",,,,way
"Magdalena Moonsstraat",,,,way
Magnoliadal,,,,way
Magrietpad,,,,way
Mahlerstraat,,,,way
Maliebaan,,,,way
Mandenmakerssteeg,,,,way
Mangoweg,,,,way
Maredijk,,,,way
Maredijkhofje,,,,way
Maredijksepolderpad,,,,way
Marelaan,,,,way
"Marendorpse Dwarsstraat",,,,way
Marepoortbrug,,,,way
Marepoortkade,,,,way
Maresingel,,,,way
"Margaret Staalstraat",,,,way
"Margaretha Simonskade",,,,way
"Margo Antinkpad",,,,way
Margrietpad,,,,way
